áWaç°èØ (542),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-4.3,0.01,0.02,0.0,0.0
-4.8,0.27,0.17,9.4,-56.9
-3.5,1.38,0.39,18.9,-46.2
-1.1,1.84,0.50,26.8,-33.5
1.4,1.92,0.60,32.1,-18.5
1.8,0.43,0.78,34.3,-1.8
2.2,0.45,0.75,32.9,15.0
1.8,0.18,0.51,28.1,30.5
1.6,0.21,0.38,20.8,43.7
1.1,0.26,0.21,11.6,54.8
0.9,0.08,0.04,1.1,64.3
0.7,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.8,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.7,0.01,0.02,0.0,0.0
0.9,0.18,0.15,9.5,-57.2
1.2,0.13,0.31,19.1,-46.4
1.3,0.41,0.59,26.9,-33.7
2.8,2.17,0.54,32.3,-18.6
3.6,2.21,0.57,34.5,-1.9
4.8,1.12,0.77,33.1,15.0
5.5,2.11,0.48,28.4,30.5
4.2,1.84,0.38,21.0,43.8
3.2,0.22,0.21,11.8,54.9
2.0,0.08,0.04,1.3,64.4
1.6,0.00,0.00,0.0,0.0
1.3,0.00,0.00,0.0,0.0
1.0,0.00,0.00,0.0,0.0
1.3,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.6,0.00,0.00,0.0,0.0
2.3,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.6,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.9,0.00,0.00,0.0,0.0
3.9,0.01,0.01,0.0,0.0
3.7,0.02,0.07,9.6,-57.4
3.2,0.01,0.14,19.2,-46.6
2.4,0.02,0.25,27.1,-33.8
2.7,0.04,0.35,32.5,-18.8
2.2,0.02,0.31,34.7,-2.0
2.1,0.03,0.29,33.3,15.0
2.3,0.05,0.31,28.6,30.6
1.9,0.04,0.24,21.2,43.9
1.5,0.06,0.14,12.0,55.0
1.4,0.04,0.03,1.4,64.6
0.7,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
-1.3,0.00,0.00,0.0,0.0
-1.5,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.8,0.00,0.00,0.0,0.0
-3.1,0.00,0.00,0.0,0.0
-3.7,0.00,0.00,0.0,0.0
-4.2,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-5.3,0.01,0.02,0.0,0.0
-4.9,0.21,0.16,9.7,-57.6
-3.0,2.05,0.32,19.4,-46.8
-0.8,2.71,0.33,27.3,-34.0
1.2,2.84,0.37,32.7,-18.9
3.1,2.87,0.39,35.0,-2.1
4.2,2.84,0.38,33.6,15.0
5.3,1.43,0.62,28.8,30.6
5.5,2.45,0.29,21.4,44.0
3.8,0.59,0.25,12.2,55.2
2.2,0.16,0.04,1.6,64.7
0.9,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
-0.4,0.00,0.00,0.0,0.0
-0.1,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
1.9,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
3.0,0.00,0.00,0.0,0.0
3.5,0.00,0.00,0.0,0.0
1.9,0.00,0.00,0.0,0.0
2.2,0.00,0.00,0.0,0.0
1.9,0.00,0.00,0.0,0.0
1.2,0.00,0.00,0.0,0.0
1.8,0.01,0.01,0.0,0.0
0.7,0.06,0.12,9.9,-57.8
0.6,0.04,0.23,19.5,-47.0
2.3,0.05,0.31,27.5,-34.2
2.0,0.10,0.53,32.9,-19.1
2.8,0.10,0.55,35.2,-2.2
1.6,0.02,0.39,33.8,15.0
1.9,0.03,0.34,29.1,30.7
1.9,0.06,0.25,21.7,44.1
1.9,0.06,0.15,12.4,55.3
1.9,0.04,0.03,1.8,64.9
2.5,0.00,0.00,0.0,0.0
2.5,0.00,0.00,0.0,0.0
1.7,0.00,0.00,0.0,0.0
1.7,0.00,0.00,0.0,0.0
1.6,0.00,0.00,0.0,0.0
1.2,0.00,0.00,0.0,0.0
0.9,0.00,0.00,0.0,0.0
0.8,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
