áTaêVìæ (117),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-3.9,0.00,0.00,0.0,0.0
-4.1,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.7,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.7,0.04,0.03,0.6,-62.8
-4.3,0.29,0.18,9.9,-52.0
-3.7,1.32,0.37,17.7,-39.9
-3.0,2.91,0.24,23.7,-26.1
-2.6,3.03,0.25,27.2,-10.9
-2.4,3.06,0.25,27.8,5.1
-2.3,3.00,0.24,25.3,20.7
-2.2,2.75,0.22,20.2,35.1
-2.8,2.04,0.20,12.9,47.8
-3.5,0.99,0.08,4.1,59.0
-4.0,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-4.2,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-4.3,0.00,0.00,0.0,0.0
-4.4,0.00,0.00,0.0,0.0
-4.4,0.00,0.00,0.0,0.0
-4.6,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-5.6,0.08,0.04,0.8,-63.0
-5.2,0.38,0.19,10.0,-52.2
-4.5,1.07,0.39,17.9,-40.0
-3.4,2.89,0.25,23.9,-26.3
-2.6,3.07,0.24,27.4,-11.0
-2.3,3.06,0.25,28.0,5.1
-1.9,2.98,0.25,25.6,20.7
-2.1,2.35,0.29,20.4,35.1
-2.1,2.02,0.21,13.1,47.9
-3.1,0.74,0.08,4.3,59.2
-3.9,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-4.1,0.00,0.00,0.0,0.0
-4.3,0.00,0.00,0.0,0.0
-5.8,0.00,0.00,0.0,0.0
-7.4,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-10.1,0.00,0.00,0.0,0.0
-9.7,0.00,0.00,0.0,0.0
-13.0,0.00,0.00,0.0,0.0
-13.6,0.00,0.00,0.0,0.0
-13.5,0.00,0.00,0.0,0.0
-12.8,0.00,0.00,0.0,0.0
-14.1,0.00,0.00,0.0,0.0
